X Gaze Data, Y Gaze Data, Time 
599,447,18838625
599,447,18838632
599,447,18838643
598,448,18838656
595,445,18838666
595,445,18838676
596,446,18838702
598,449,18838709
598,448,18838721
597,449,18838733
594,452,18838743
595,453,18838754
595,452,18838766
595,452,18838779
595,452,18838788
595,452,18838799
595,451,18838810
594,451,18838821
594,450,18838832
596,447,18838843
597,446,18838857
597,445,18838866
595,443,18838876
593,442,18838888
593,442,18838899
593,442,18838909
595,442,18838921
596,443,18838934
596,442,18838943
594,442,18838954
595,444,18838966
595,444,18838976
596,445,18838987
594,444,18838999
594,444,18839012
595,443,18839021
594,443,18839032
594,444,18839043
593,445,18839054
593,445,18839066
593,446,18839076
593,445,18839089
593,445,18839099
593,443,18839109
593,443,18839121
592,443,18839132
593,444,18839143
594,444,18839154
594,444,18839168
594,443,18839176
592,441,18839187
592,439,18839199
592,439,18839214
590,439,18839220
590,438,18839232
590,437,18839245
590,437,18839254
590,437,18839265
590,437,18839292
588,438,18839298
588,438,18839309
590,439,18839323
590,439,18839332
591,438,18839343
592,438,18839354
592,437,18839365
591,437,18839376
591,437,18839402
591,436,18839409
591,437,18839421
591,440,18839433
590,440,18839442
591,441,18839454
590,442,18839480
591,443,18839487
591,443,18839499
590,443,18839511
590,443,18839520
593,449,18839532
601,481,18839557
603,487,18839565
604,488,18839576
604,489,18839588
605,491,18839598
606,493,18839609
608,493,18839634
609,492,18839642
608,492,18839653
608,492,18839666
606,490,18839676
606,490,18839687
605,490,18839698
604,489,18839712
604,488,18839720
605,488,18839732
606,488,18839744
639,494,18839753
652,496,18839765
658,497,18839776
663,498,18839787
675,502,18839798
677,503,18839809
678,505,18839823
678,505,18839832
679,503,18839842
681,501,18839869
679,502,18839875
679,502,18839887
679,502,18839899
678,504,18839909
678,510,18839920
678,510,18839930
652,628,18839946
572,640,18839986
618,632,18839997
641,618,18840023
670,584,18840032
704,548,18840042
706,526,18840054
704,516,18840065
704,512,18840075
703,510,18840102
700,503,18840109
700,506,18840120
700,507,18840133
700,507,18840142
710,506,18840153
721,506,18840179
730,506,18840186
734,506,18840198
745,505,18840210
746,504,18840220
746,504,18840231
747,504,18840257
747,503,18840265
747,503,18840275
747,504,18840288
747,504,18840298
748,504,18840308
751,502,18840335
750,503,18840342
750,503,18840353
749,502,18840366
748,502,18840375
748,501,18840386
748,501,18840413
745,501,18840420
744,501,18840431
745,501,18840444
745,501,18840453
745,499,18840464
745,499,18840490
746,501,18840498
746,501,18840508
747,502,18840522
748,502,18840531
747,503,18840542
747,503,18840553
748,503,18840568
749,502,18840575
752,502,18840586
762,500,18840599
765,499,18840608
772,498,18840620
775,500,18840631
776,501,18840646
778,502,18840653
779,502,18840665
779,504,18840676
781,503,18840686
780,503,18840698
781,504,18840708
795,503,18840722
802,503,18840731
819,502,18840742
824,501,18840768
837,501,18840775
840,501,18840786
840,500,18840800
839,499,18840808
840,499,18840819
840,500,18840846
842,500,18840853
843,501,18840865
843,503,18840877
842,503,18840886
843,502,18840898
844,502,18840908
844,503,18840919
843,502,18840931
842,502,18840956
842,502,18840964
842,504,18840975
842,503,18840987
842,505,18840997
842,505,18841008
842,504,18841035
839,501,18841042
839,502,18841053
839,502,18841066
843,501,18841075
850,502,18841086
860,502,18841097
866,503,18841113
869,503,18841119
876,503,18841131
880,504,18841143
882,504,18841153
882,505,18841164
882,505,18841175
882,505,18841186
884,504,18841197
885,504,18841223
887,503,18841231
886,503,18841241
886,504,18841254
886,505,18841264
885,507,18841275
882,509,18841286
882,509,18841301
882,508,18841308
883,508,18841319
884,508,18841333
886,507,18841341
894,505,18841353
910,505,18841365
927,504,18841375
934,504,18841386
943,504,18841412
950,505,18841419
960,505,18841430
960,504,18841444
960,505,18841452
960,505,18841464
959,504,18841475
959,504,18841486
960,503,18841497
959,503,18841521
957,504,18841530
957,505,18841541
958,505,18841553
956,504,18841564
956,504,18841574
957,504,18841600
958,503,18841607
959,503,18841619
966,503,18841632
975,502,18841641
984,502,18841652
993,503,18841664
996,503,18841679
1001,502,18841685
1004,501,18841697
1016,501,18841710
1021,501,18841719
1020,499,18841730
1020,499,18841755
1021,500,18841763
1021,500,18841774
1020,500,18841786
1020,500,18841797
1018,499,18841807
1018,500,18841819
1020,499,18841833
1028,498,18841841
1092,499,18841852
1112,499,18841879
1121,499,18841885
1128,500,18841897
1129,501,18841910
1143,501,18841919
1145,501,18841930
1144,503,18841941
1137,506,18841952
1138,507,18841963
1136,509,18841988
1136,507,18841997
1138,506,18842007
1139,506,18842034
1139,505,18842041
1139,505,18842052
1139,504,18842065
1140,504,18842074
1141,503,18842085
1149,504,18842112
1181,500,18842118
1187,503,18842130
1188,503,18842142
1190,503,18842152
1190,504,18842163
1191,504,18842188
1188,502,18842197
1189,502,18842207
1189,501,18842219
1189,500,18842230
1189,499,18842241
1189,498,18842267
1190,499,18842274
1191,499,18842285
1192,500,18842299
1196,500,18842307
1203,500,18842318
1211,501,18842346
1228,501,18842352
1236,507,18842363
1237,507,18842376
1237,506,18842385
1236,505,18842396
1235,504,18842407
1235,504,18842418
1235,504,18842430
1237,505,18842440
1237,505,18842454
1239,504,18842463
1238,504,18842473
1239,503,18842486
1245,503,18842496
1262,505,18842507
1269,505,18842533
1285,505,18842540
1288,505,18842552
1291,506,18842564
1293,506,18842574
1293,505,18842585
1293,505,18842611
1296,505,18842618
1296,506,18842630
1297,507,18842642
1297,507,18842651
1298,508,18842663
1297,509,18842688
1295,508,18842696
1294,508,18842707
1292,506,18842719
1281,503,18842730
1283,503,18842740
1265,503,18842752
1154,501,18842765
771,511,18842774
764,511,18842785
758,511,18842812
745,512,18842818
742,514,18842843
734,519,18842851
733,519,18842863
733,521,18842876
732,521,18842885
732,520,18842896
733,519,18842922
733,516,18842929
733,516,18842940
732,516,18842952
732,510,18842963
732,509,18842973
730,509,18842999
723,512,18843007
723,512,18843018
719,515,18843030
718,516,18843040
715,518,18843051
714,519,18843063
706,525,18843077
701,532,18843084
701,529,18843096
702,531,18843108
702,531,18843118
702,531,18843129
704,530,18843140
706,529,18843154
708,528,18843163
706,530,18843173
706,531,18843185
704,531,18843196
700,532,18843206
695,533,18843232
689,535,18843240
689,535,18843251
688,535,18843263
687,535,18843279
683,534,18843284
682,533,18843296
684,534,18843310
685,532,18843318
685,531,18843329
685,530,18843340
685,531,18843351
685,532,18843362
685,533,18843387
683,535,18843396
682,536,18843406
682,538,18843432
682,539,18843440
689,537,18843451
696,533,18843463
711,530,18843473
714,531,18843484
715,531,18843511
710,525,18843517
709,523,18843529
704,509,18843542
672,458,18843551
665,447,18843562
657,433,18843573
651,422,18843584
646,413,18843596
632,388,18843606
629,383,18843620
629,385,18843629
631,386,18843640
631,386,18843652
632,387,18843662
633,387,18843673
633,387,18843684
632,389,18843698
632,390,18843706
633,392,18843717
633,393,18843729
633,393,18843744
633,393,18843751
633,393,18843762
633,393,18843775
634,392,18843784
635,391,18843796
635,391,18843822
635,390,18843829
634,391,18843839
634,392,18843853
634,392,18843862
625,388,18843873
621,386,18843899
618,384,18843906
616,383,18843917
610,381,18843931
608,380,18843939
608,380,18843951
609,379,18843977
609,378,18843984
608,378,18843995
608,378,18844008
609,380,18844017
612,382,18844029
612,382,18844040
613,382,18844050
612,381,18844062
611,381,18844072
610,381,18844087
608,380,18844095
609,378,18844106
609,378,18844118
609,378,18844129
609,378,18844139
609,378,18844150
608,378,18844164
604,379,18844172
601,380,18844183
593,386,18844195
592,387,18844206
591,386,18844217
590,386,18844228
589,386,18844241
589,386,18844250
589,384,18844262
589,383,18844273
589,382,18844284
589,382,18844295
589,382,18844320
588,382,18844329
590,382,18844339
592,383,18844352
593,382,18844362
593,382,18844372
593,382,18844399
592,382,18844406
590,384,18844417
592,389,18844429
597,458,18844439
597,461,18844450
597,465,18844476
598,468,18844483
600,474,18844495
601,473,18844507
601,471,18844517
600,471,18844528
598,472,18844554
597,472,18844562
596,472,18844572
597,471,18844584
595,471,18844595
594,469,18844605
597,458,18844616
598,455,18844631
595,454,18844639
595,451,18844650
594,449,18844661
594,449,18844677
592,448,18844683
593,446,18844695
593,445,18844708
593,445,18844717
593,445,18844728
594,445,18844739
594,445,18844750
595,445,18844761
594,446,18844772
593,445,18844785
593,445,18844795
595,444,18844805
595,444,18844832
593,446,18844839
594,447,18844850
594,448,18844864
594,448,18844872
594,449,18844883
594,449,18844896
594,451,18844905
594,451,18844917
594,452,18844943
597,451,18844950
597,450,18844961
597,450,18844975
598,449,18844983
597,450,18844995
597,449,18845007
597,449,18845016
597,448,18845028
598,447,18845054
597,451,18845061
597,451,18845072
595,451,18845085
594,449,18845095
594,449,18845105
593,447,18845131
593,447,18845138
593,447,18845149
594,447,18845163
598,449,18845172
598,451,18845183
597,451,18845195
598,451,18845209
598,449,18845216
598,445,18845228
601,416,18845241
601,414,18845250
601,407,18845261
601,404,18845271
602,400,18845287
603,396,18845295
604,393,18845305
604,393,18845318
604,392,18845328
606,395,18845338
606,395,18845350
606,396,18845363
605,397,18845372
606,397,18845383
606,397,18845395
607,397,18845405
607,398,18845416
606,398,18845443
605,398,18845449
605,398,18845461
604,398,18845474
604,398,18845483
603,398,18845494
603,398,18845505
604,399,18845516
604,399,18845527
606,400,18845553
606,400,18845561
605,400,18845571
605,400,18845583
605,400,18845594
602,403,18845605
601,404,18845631
600,403,18845638
599,403,18845649
599,402,18845661
598,401,18845671
597,403,18845682
598,402,18845708
599,401,18845716
599,401,18845727
599,401,18845739
600,403,18845749
599,403,18845761
599,403,18845786
599,402,18845794
600,402,18845804
600,402,18845817
600,401,18845827
599,400,18845838
598,399,18845865
598,398,18845871
598,399,18845883
598,398,18845896
598,395,18845904
593,383,18845916
591,375,18845942
589,370,18845949
591,369,18845961
592,369,18845974
591,369,18845982
592,371,18845994
593,372,18846005
594,374,18846016
594,374,18846027
593,374,18846038
593,374,18846051
593,374,18846061
593,375,18846071
593,375,18846098
594,374,18846104
593,374,18846129
594,377,18846138
615,377,18846149
641,374,18846161
646,374,18846171
650,374,18846182
656,373,18846208
660,373,18846216
661,371,18846227
662,371,18846240
662,370,18846249
662,371,18846260
662,371,18846271
662,372,18846282
661,374,18846294
661,375,18846319
661,374,18846327
660,375,18846337
660,376,18846349
660,376,18846360
661,376,18846371
661,376,18846396
663,375,18846404
661,375,18846415
653,373,18846428
603,370,18846438
597,372,18846449
593,372,18846474
591,372,18846482
589,373,18846494
587,373,18846506
587,373,18846515
591,375,18846527
592,375,18846552
592,378,18846561
592,378,18846571
591,377,18846583
590,376,18846594
590,376,18846604
590,376,18846615
591,376,18846629
590,375,18846637
590,374,18846649
589,373,18846661
588,373,18846670
587,373,18846682
587,373,18846694
587,373,18846707
587,374,18846715
587,374,18846727
586,375,18846739
590,379,18846748
591,381,18846760
591,381,18846770
592,381,18846786
592,380,18846794
593,379,18846804
593,379,18846817
592,379,18846827
592,379,18846837
591,378,18846863
592,385,18846870
598,404,18846882
602,431,18846894
603,433,18846904
604,436,18846915
608,442,18846942
611,450,18846948
612,449,18846960
612,451,18846974
611,451,18846982
611,451,18846993
611,451,18847005
612,451,18847015
612,452,18847027
611,452,18847052
609,451,18847060
609,451,18847070
608,451,18847084
608,450,18847093
607,447,18847104
606,446,18847130
606,446,18847137
607,447,18847148
607,447,18847162
608,447,18847170
608,448,18847182
609,448,18847194
610,449,18847204
610,449,18847215
610,449,18847226
610,446,18847240
610,446,18847248
611,445,18847260
611,445,18847272
611,446,18847282
610,447,18847293
610,448,18847303
610,449,18847319
612,448,18847326
612,448,18847337
612,449,18847350
612,449,18847359
612,449,18847370
613,448,18847382
613,448,18847398
613,448,18847403
613,447,18847415
611,448,18847429
611,448,18847437
611,448,18847448
611,450,18847461
611,449,18847470
610,449,18847481
610,448,18847493
610,447,18847508
609,446,18847515
609,445,18847526
608,444,18847540
609,443,18847548
609,443,18847559
611,446,18847570
611,446,18847586
611,446,18847593
610,445,18847603
611,444,18847617
611,445,18847626
610,445,18847636
610,446,18847648
610,446,18847664
609,446,18847670
609,445,18847681
610,446,18847696
610,446,18847703
610,446,18847714
610,446,18847728
613,446,18847736
613,446,18847748
613,446,18847774
612,446,18847781
610,447,18847793
609,447,18847805
609,447,18847814
609,446,18847826
609,446,18847852
608,444,18847859
609,444,18847870
609,444,18847882
609,445,18847893
608,445,18847903
608,445,18847914
605,445,18847930
607,443,18847936
608,442,18847947
609,443,18847961
610,442,18847970
611,444,18847981
612,444,18848007
613,443,18848014
613,442,18848026
611,443,18848038
611,443,18848047
611,443,18848059
609,445,18848070
609,445,18848081
607,446,18848092
607,446,18848103
607,445,18848116
608,445,18848126
608,445,18848136
608,445,18848148
609,444,18848159
609,444,18848170
608,444,18848181
608,444,18848195
607,443,18848203
607,442,18848214
606,441,18848241
606,442,18848247
605,442,18848259
605,442,18848271
605,442,18848281
605,442,18848293
605,443,18848319
605,444,18848326
606,445,18848350
607,445,18848359
606,445,18848370
607,444,18848382
